NO;BSC;SITE_NAME;CELL_NAME;CELLID;ADDRESS;REGION;TYPE;SITE_ID;DEPARTEMENT;COMMUNE;LONGITUDE;LATITUDE;Azimuth
17;Thies_BSC;K-DBL002;K-DBL002_5;608030020122025;derriere la gare;Diourbel;GSM;2202;Diourbel;Patar;-16,23269;14,64682;180
18;Thies_BSC;K-DBL002;K-DBL002_6;608030020122026;derriere la gare;Diourbel;GSM;2202;Diourbel;Patar;-16,23269;14,64682;280
19;Dakar_RNC;W-DBL002;W-DBL002-1;608030301322021;derriere la gare;Diourbel;WCDMA;2202;Diourbel;Patar;-16,23269;14,64682;0
20;Dakar_RNC;W-DBL002;W-DBL002-2;608030301322022;derriere la gare;Diourbel;WCDMA;2202;Diourbel;Patar;-16,23269;14,64682;180
21;Dakar_RNC;W-DBL002;W-DBL002-3;608030301322023;derriere la gare;Diourbel;WCDMA;2202;Diourbel;Patar;-16,23269;14,64682;280
22;Dakar_RNC;W-DBL002;W-DBL002-4;608030301322024;derriere la gare;Diourbel;WCDMA;2202;Diourbel;Patar;-16,23269;14,64682;0
23;Dakar_RNC;W-DBL002;W-DBL002-5;608030301322025;derriere la gare;Diourbel;WCDMA;2202;Diourbel;Patar;-16,23269;14,64682;180
24;Dakar_RNC;W-DBL002;W-DBL002-6;608030301322026;derriere la gare;Diourbel;WCDMA;2202;Diourbel;Patar;-16,23269;14,64682;280
25;Thies_BSC;K-DBL003;K-DBL003_1;608030020122031;quartier medinatoul diourbel;Diourbel;GSM;2203;Diourbel;Patar;-16,22228;14,65207;45
26;Thies_BSC;K-DBL003;K-DBL003_2;608030020122032;quartier medinatoul diourbel;Diourbel;GSM;2203;Diourbel;Patar;-16,22228;14,65207;145
27;Thies_BSC;K-DBL003;K-DBL003_3;608030020122033;quartier medinatoul diourbel;Diourbel;GSM;2203;Diourbel;Patar;-16,22228;14,65207;280
28;Thies_BSC;K-DBL003;K-DBL003_4;608030020122034;quartier medinatoul diourbel;Diourbel;GSM;2203;Diourbel;Patar;-16,22228;14,65207;45
29;Thies_BSC;K-DBL003;K-DBL003_5;608030020122035;quartier medinatoul diourbel;Diourbel;GSM;2203;Diourbel;Patar;-16,22228;14,65207;145
30;Thies_BSC;K-DBL003;K-DBL003_6;608030020122036;quartier medinatoul diourbel;Diourbel;GSM;2203;Diourbel;Patar;-16,22228;14,65207;280
31;Dakar_RNC;W-DBL003;W-DBL003-1;608030301322031;quartier medinatoul diourbel;Diourbel;WCDMA;2203;Diourbel;Patar;-16,22228;14,65207;45
32;Dakar_RNC;W-DBL003;W-DBL003-2;608030301322032;quartier medinatoul diourbel;Diourbel;WCDMA;2203;Diourbel;Patar;-16,22228;14,65207;145
33;Dakar_RNC;W-DBL003;W-DBL003-3;608030301322033;quartier medinatoul diourbel;Diourbel;WCDMA;2203;Diourbel;Patar;-16,22228;14,65207;280
34;Dakar_RNC;W-DBL003;W-DBL003-4;608030301322034;quartier medinatoul diourbel;Diourbel;WCDMA;2203;Diourbel;Patar;-16,22228;14,65207;45
35;Dakar_RNC;W-DBL003;W-DBL003-5;608030301322035;quartier medinatoul diourbel;Diourbel;WCDMA;2203;Diourbel;Patar;-16,22228;14,65207;145
36;Dakar_RNC;W-DBL003;W-DBL003-6;608030301322036;quartier medinatoul diourbel;Diourbel;WCDMA;2203;Diourbel;Patar;-16,22228;14,65207;280
37;Thies_BSC;K-DBL004;K-DBL004_1;608030020122041;Baba garage;Diourbel;GSM;2204;Bambey;Baba Garage;-16,49493;14,94106;75
38;Thies_BSC;K-DBL004;K-DBL004_2;608030020122042;Baba garage;Diourbel;GSM;2204;Bambey;Baba Garage;-16,49493;14,94106;180
39;Thies_BSC;K-DBL004;K-DBL004_3;608030020122043;Baba garage;Diourbel;GSM;2204;Bambey;Baba Garage;-16,49493;14,94106;300
40;Thies_BSC;K-DBL004;K-DBL004_4;608030020122044;Baba garage;Diourbel;GSM;2204;Bambey;Baba Garage;-16,49493;14,94106;75
41;Thies_BSC;K-DBL005;K-DBL005_1;608030020122051;Lambaye;Diourbel;GSM;2205;Bambey;Lambaye;-16,5275;14,80326;0
42;Thies_BSC;K-DBL005;K-DBL005_2;608030020122052;Lambaye;Diourbel;GSM;2205;Bambey;Lambaye;-16,5275;14,80326;160
43;Thies_BSC;K-DBL005;K-DBL005_3;608030020122053;Lambaye;Diourbel;GSM;2205;Bambey;Lambaye;-16,5275;14,80326;280
44;Kaolock_BSC;K-DBL006;K-DBL006_1;608030040242061;Ndioumane;Diourbel;GSM;4206;Mback‚;Ndioumane Taiba Thiekene;-15,99729;14,63443;0
45;Kaolock_BSC;K-DBL006;K-DBL006_2;608030040242062;Ndioumane;Diourbel;GSM;4206;Mback‚;Ndioumane Taiba Thiekene;-15,99729;14,63443;120
46;Kaolock_BSC;K-DBL006;K-DBL006_3;608030040242063;Ndioumane;Diourbel;GSM;4206;Mback‚;Ndioumane Taiba Thiekene;-15,99729;14,63443;240
47;Thies_BSC;K-DBL007;K-DBL007_1;608030020122071;quartier escale route de bambey;Diourbel;GSM;2207;Bambey;Ngoye;-16,45776;14,69666;0
48;Thies_BSC;K-DBL007;K-DBL007_2;608030020122072;quartier escale route de bambey;Diourbel;GSM;2207;Bambey;Ngoye;-16,45776;14,69666;150
49;Thies_BSC;K-DBL007;K-DBL007_3;608030020122073;quartier escale route de bambey;Diourbel;GSM;2207;Bambey;Ngoye;-16,45776;14,69666;220
50;Thies_BSC;K-DBL007;K-DBL007_4;608030020122074;quartier escale route de bambey;Diourbel;GSM;2207;Bambey;Ngoye;-16,45776;14,69666;0
51;Thies_BSC;K-DBL007;K-DBL007_5;608030020122075;quartier escale route de bambey;Diourbel;GSM;2207;Bambey;Ngoye;-16,45776;14,69666;150
52;Thies_BSC;K-DBL007;K-DBL007_6;608030020122076;quartier escale route de bambey;Diourbel;GSM;2207;Bambey;Ngoye;-16,45776;14,69666;220
53;Thies_BSC;K-DBL008;K-DBL008_1;608030020122081;Dangalma;Diourbel;GSM;2208;Bambey;Ndangalma;-16,560558;14,727065;115
54;Thies_BSC;K-DBL008;K-DBL008_2;608030020122082;Dangalma;Diourbel;GSM;2208;Bambey;Ndangalma;-16,560558;14,727065;195
55;Thies_BSC;K-DBL008;K-DBL008_3;608030020122083;Dangalma;Diourbel;GSM;2208;Bambey;Ndangalma;-16,560558;14,727065;285
56;Thies_BSC;K-DBL008;K-DBL008_4;608030020122084;Dangalma;Diourbel;GSM;2208;Bambey;Ndangalma;-16,560558;14,727065;115
57;Thies_BSC;K-DBL008;K-DBL008_5;608030020122085;Dangalma;Diourbel;GSM;2208;Bambey;Ndangalma;-16,560558;14,727065;195
58;Thies_BSC;K-DBL008;K-DBL008_6;608030020122086;Dangalma;Diourbel;GSM;2208;Bambey;Ndangalma;-16,560558;14,727065;285
59;Dakar_RNC;W-DBL009;W-DBL009-1;608030301322091;BAMBEY KAYENE;Diourbel;WCDMA;2209;Bambey;Ngoye;-16,44884;14,70145;345
60;Dakar_RNC;W-DBL009;W-DBL009-2;608030301322092;BAMBEY KAYENE;Diourbel;WCDMA;2209;Bambey;Ngoye;-16,44884;14,70145;185
61;Dakar_RNC;W-DBL009;W-DBL009-3;608030301322093;BAMBEY KAYENE;Diourbel;WCDMA;2209;Bambey;Ngoye;-16,44884;14,70145;250
62;Dakar_RNC;W-DBL009;W-DBL009-4;608030301322094;BAMBEY KAYENE;Diourbel;WCDMA;2209;Bambey;Ngoye;-16,44884;14,70145;345
63;Dakar_RNC;W-DBL009;W-DBL009-5;608030301322095;BAMBEY KAYENE;Diourbel;WCDMA;2209;Bambey;Ngoye;-16,44884;14,70145;185
64;Dakar_RNC;W-DBL009;W-DBL009-6;608030301322096;BAMBEY KAYENE;Diourbel;WCDMA;2209;Bambey;Ngoye;-16,44884;14,70145;250
65;Thies_BSC;K-DBL010;K-DBL010_1;608030020122101;NDONDOL SESSENE;Diourbel;GSM;2210;Bambey;Ndondol;-16,58725;14,64753;50
66;Thies_BSC;K-DBL010;K-DBL010_2;608030020122102;NDONDOL SESSENE;Diourbel;GSM;2210;Bambey;Ndondol;-16,58725;14,64753;175
67;Thies_BSC;K-DBL010;K-DBL010_3;608030020122103;NDONDOL SESSENE;Diourbel;GSM;2210;Bambey;Ndondol;-16,58725;14,64753;300
68;Thies_BSC;K-DBL010;K-DBL010_4;608030020122104;NDONDOL SESSENE;Diourbel;GSM;2210;Bambey;Ndondol;-16,58725;14,64753;50
69;Thies_BSC;K-DBL010;K-DBL010_5;608030020122105;NDONDOL SESSENE;Diourbel;GSM;2210;Bambey;Ndondol;-16,58725;14,64753;175
70;Thies_BSC;K-DBL010;K-DBL010_6;608030020122106;NDONDOL SESSENE;Diourbel;GSM;2210;Bambey;Ndondol;-16,58725;14,64753;300
71;DAKAR NEW BSC;D-DKR001;D-DKR001_1;608030010210011;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;GSM;1001;Rufisque;Bambilor;-17,187906;14,798588;65
72;DAKAR NEW BSC;D-DKR001;D-DKR001_2;608030010210012;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;GSM;1001;Rufisque;Bambilor;-17,187906;14,798588;200
73;DAKAR NEW BSC;D-DKR001;D-DKR001_3;608030010210013;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;GSM;1001;Rufisque;Bambilor;-17,187906;14,798588;290
74;DAKAR NEW BSC;D-DKR001;D-DKR001_4;608030010210014;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;GSM;1001;Rufisque;Bambilor;-17,187906;14,798588;65
75;DAKAR NEW BSC;D-DKR001;D-DKR001_5;608030010210015;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;GSM;1001;Rufisque;Bambilor;-17,187906;14,798588;200
76;DAKAR NEW BSC;D-DKR001;D-DKR001_6;608030010210016;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;GSM;1001;Rufisque;Bambilor;-17,187906;14,798588;290
77;RNC_2;W-DKR001;W-DKR001-1;608030300210011;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;WCDMA;1001;Rufisque;Bambilor;-17,187906;14,798588;65
78;RNC_2;W-DKR001;W-DKR001-2;608030300210012;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;WCDMA;1001;Rufisque;Bambilor;-17,187906;14,798588;170
79;RNC_2;W-DKR001;W-DKR001-3;608030300210013;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;WCDMA;1001;Rufisque;Bambilor;-17,187906;14,798588;305
80;RNC_2;W-DKR001;W-DKR001-4;608030300210014;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;WCDMA;1001;Rufisque;Bambilor;-17,187906;14,798588;65
81;RNC_2;W-DKR001;W-DKR001-5;608030300210015;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;WCDMA;1001;Rufisque;Bambilor;-17,187906;14,798588;170
82;RNC_2;W-DKR001;W-DKR001-6;608030300210016;bambilor quartier ndiassane en face case des tous petits rufisque;Dakar;WCDMA;1001;Rufisque;Bambilor;-17,187906;14,798588;305
83;DAKAR NEW BSC;D-DKR002;D-DKR002_1;608030010210021;sangalkam/ takhou ndokh;Dakar;GSM;1002;Rufisque;Bambilor;-17,226252;14,781841;35
84;DAKAR NEW BSC;D-DKR002;D-DKR002_2;608030010210022;sangalkam/ takhou ndokh;Dakar;GSM;1002;Rufisque;Bambilor;-17,226252;14,781841;185
85;DAKAR NEW BSC;D-DKR002;D-DKR002_3;608030010210023;sangalkam/ takhou ndokh;Dakar;GSM;1002;Rufisque;Bambilor;-17,226252;14,781841;305
86;DAKAR NEW BSC;D-DKR002;D-DKR002_4;608030010210024;sangalkam/ takhou ndokh;Dakar;GSM;1002;Rufisque;Bambilor;-17,226252;14,781841;35
87;DAKAR NEW BSC;D-DKR002;D-DKR002_5;608030010210025;sangalkam/ takhou ndokh;Dakar;GSM;1002;Rufisque;Bambilor;-17,226252;14,781841;185
88;DAKAR NEW BSC;D-DKR002;D-DKR002_6;608030010210026;sangalkam/ takhou ndokh;Dakar;GSM;1002;Rufisque;Bambilor;-17,226252;14,781841;305
89;RNC_2;W-DKR002;W-DKR002-1;608030300210021;sangalkam/ takhou ndokh;Dakar;WCDMA;1002;Rufisque;Bambilor;-17,226252;14,781841;35
90;RNC_2;W-DKR002;W-DKR002-2;608030300210022;sangalkam/ takhou ndokh;Dakar;WCDMA;1002;Rufisque;Bambilor;-17,226252;14,781841;175
91;RNC_2;W-DKR002;W-DKR002-3;608030300210023;sangalkam/ takhou ndokh;Dakar;WCDMA;1002;Rufisque;Bambilor;-17,226252;14,781841;305
92;DAKAR BSC;D-DKR003;D-DKR003_1;608030010410031;sicap sa jet d'eau mermoz;Dakar;GSM;1003;Dakar;Mermoz/ Sacre -Coeur;-17,473432;14,709126;35
93;DAKAR BSC;D-DKR003;D-DKR003_2;608030010410032;sicap sa jet d'eau mermoz;Dakar;GSM;1003;Dakar;Mermoz/ Sacre -Coeur;-17,473432;14,709126;200
94;DAKAR BSC;D-DKR003;D-DKR003_3;608030010410033;sicap sa jet d'eau mermoz;Dakar;GSM;1003;Dakar;Mermoz/ Sacre -Coeur;-17,473432;14,709126;296
95;DAKAR BSC;D-DKR003;D-DKR003_6;608030010410036;sicap sa jet d'eau mermoz;Dakar;GSM;1003;Dakar;Mermoz/ Sacre -Coeur;-17,473432;14,709126;296
96;RNC_2;W-DKR003;W-DKR003-1;608030300110031;sicap sa jet d'eau mermoz;Dakar;WCDMA;1003;Dakar;Mermoz/ Sacre -Coeur;-17,473432;14,709126;40
97;RNC_2;W-DKR003;W-DKR003-2;608030300110032;sicap sa jet d'eau mermoz;Dakar;WCDMA;1003;Dakar;Mermoz/ Sacre -Coeur;-17,473432;14,709126;230
98;RNC_2;W-DKR003;W-DKR003-3;608030300110033;sicap sa jet d'eau mermoz;Dakar;WCDMA;1003;Dakar;Mermoz/ Sacre -Coeur;-17,473432;14,709126;300
99;DAKAR NEW BSC;D-DKR004;D-DKR004_1;608030010610041;Thiaroye kaw chez yaya ly;Dakar;GSM;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;60
100;DAKAR NEW BSC;D-DKR004;D-DKR004_2;608030010610042;Thiaroye kaw chez yaya ly;Dakar;GSM;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;190
101;DAKAR NEW BSC;D-DKR004;D-DKR004_3;608030010610043;Thiaroye kaw chez yaya ly;Dakar;GSM;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;310
102;DAKAR NEW BSC;D-DKR004;D-DKR004_4;608030010610044;Thiaroye kaw chez yaya ly;Dakar;GSM;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;60
103;DAKAR NEW BSC;D-DKR004;D-DKR004_5;608030010610045;Thiaroye kaw chez yaya ly;Dakar;GSM;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;190
104;DAKAR NEW BSC;D-DKR004;D-DKR004_6;608030010610046;Thiaroye kaw chez yaya ly;Dakar;GSM;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;310
105;RNC_2;W-DKR004;W-DKR004-1;608030300210041;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;60
106;RNC_2;W-DKR004;W-DKR004-2;608030300210042;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;190
107;RNC_2;W-DKR004;W-DKR004-3;608030300210043;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;310
108;RNC_2;W-DKR004;W-DKR004-4;608030300210044;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;60
109;RNC_2;W-DKR004;W-DKR004-5;608030300210045;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;190
110;RNC_2;W-DKR004;W-DKR004-6;608030300210046;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;310
111;RNC_2;W-DKR004;W-DKR004-7;608030300210047;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;60
112;RNC_2;W-DKR004;W-DKR004-8;608030300210048;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;190
113;RNC_2;W-DKR004;W-DKR004-9;608030300210049;Thiaroye kaw chez yaya ly;Dakar;WCDMA;1004;Pikine;Yeumbeul Sud;-17,362271;14,767067;310
114;DAKAR NEW BSC;D-DKR005;D-DKR005_1;608030010210051;Mairie de Diamniadio;Dakar;GSM;1005;Rufisque;Yene;-17,188682;14,711641;40
115;DAKAR NEW BSC;D-DKR005;D-DKR005_2;608030010210052;Mairie de Diamniadio;Dakar;GSM;1005;Rufisque;Yene;-17,188682;14,711641;170
116;DAKAR NEW BSC;D-DKR005;D-DKR005_3;608030010210053;Mairie de Diamniadio;Dakar;GSM;1005;Rufisque;Yene;-17,188682;14,711641;300
117;DAKAR NEW BSC;D-DKR005;D-DKR005_4;608030010210054;Mairie de Diamniadio;Dakar;GSM;1005;Rufisque;Yene;-17,188682;14,711641;40
118;DAKAR NEW BSC;D-DKR005;D-DKR005_5;608030010210055;Mairie de Diamniadio;Dakar;GSM;1005;Rufisque;Yene;-17,188682;14,711641;170
119;DAKAR NEW BSC;D-DKR005;D-DKR005_6;608030010210056;Mairie de Diamniadio;Dakar;GSM;1005;Rufisque;Yene;-17,188682;14,711641;300
120;RNC_2;W-DKR005;W-DKR005-1;608030300210051;Mairie de Diamniadio;Dakar;WCDMA;1005;Rufisque;Yene;-17,188682;14,711641;40
121;RNC_2;W-DKR005;W-DKR005-2;608030300210052;Mairie de Diamniadio;Dakar;WCDMA;1005;Rufisque;Yene;-17,188682;14,711641;170
122;RNC_2;W-DKR005;W-DKR005-3;608030300210053;Mairie de Diamniadio;Dakar;WCDMA;1005;Rufisque;Yene;-17,188682;14,711641;300
123;DAKAR NEW BSC;D-DKR006;D-DKR006_1;608030010210061;Keur Massar;Dakar;GSM;1006;Rufisque;Bambilor;-17,293912;14,767765;65
124;DAKAR NEW BSC;D-DKR006;D-DKR006_2;608030010210062;Keur Massar;Dakar;GSM;1006;Rufisque;Bambilor;-17,293912;14,767765;180
125;DAKAR NEW BSC;D-DKR006;D-DKR006_3;608030010210063;Keur Massar;Dakar;GSM;1006;Rufisque;Bambilor;-17,293912;14,767765;275
126;DAKAR NEW BSC;D-DKR006;D-DKR006_4;608030010210064;Keur Massar;Dakar;GSM;1006;Rufisque;Bambilor;-17,293912;14,767765;65
127;DAKAR NEW BSC;D-DKR006;D-DKR006_5;608030010210065;Keur Massar;Dakar;GSM;1006;Rufisque;Bambilor;-17,293912;14,767765;180
128;DAKAR NEW BSC;D-DKR006;D-DKR006_6;608030010210066;Keur Massar;Dakar;GSM;1006;Rufisque;Bambilor;-17,293912;14,767765;275
129;RNC_2;W-DKR006;W-DKR006-1;608030300210061;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;65
130;RNC_2;W-DKR006;W-DKR006-2;608030300210062;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;180
131;RNC_2;W-DKR006;W-DKR006-3;608030300210063;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;270
132;RNC_2;W-DKR006;W-DKR006-4;608030300210064;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;65
133;RNC_2;W-DKR006;W-DKR006-5;608030300210065;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;180
134;RNC_2;W-DKR006;W-DKR006-6;608030300210066;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;270
135;RNC_2;W-DKR006;W-DKR006-7;608030300210067;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;65
136;RNC_2;W-DKR006;W-DKR006-8;608030300210068;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;180
137;RNC_2;W-DKR006;W-DKR006-9;608030300210069;Keur Massar;Dakar;WCDMA;1006;Rufisque;Bambilor;-17,293912;14,767765;270
138;DAKAR BSC;D-DKR007;D-DKR007_1;608030010410071;Sicap Dieupeul nø 2286;Dakar;GSM;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;50
139;DAKAR BSC;D-DKR007;D-DKR007_2;608030010410072;Sicap Dieupeul nø 2286;Dakar;GSM;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;180
140;DAKAR BSC;D-DKR007;D-DKR007_3;608030010410073;Sicap Dieupeul nø 2286;Dakar;GSM;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;280
141;DAKAR BSC;D-DKR007;D-DKR007_4;608030010410074;Sicap Dieupeul nø 2286;Dakar;GSM;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;50
142;DAKAR BSC;D-DKR007;D-DKR007_5;608030010410075;Sicap Dieupeul nø 2286;Dakar;GSM;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;180
143;DAKAR BSC;D-DKR007;D-DKR007_6;608030010410076;Sicap Dieupeul nø 2286;Dakar;GSM;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;280
144;RNC_2;W-DKR007;W-DKR007-1;608030300110071;Sicap Dieupeul nø 2286;Dakar;WCDMA;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;70
145;RNC_2;W-DKR007;W-DKR007-2;608030300110072;Sicap Dieupeul nø 2286;Dakar;WCDMA;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;180
146;RNC_2;W-DKR007;W-DKR007-3;608030300110073;Sicap Dieupeul nø 2286;Dakar;WCDMA;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;270
147;RNC_2;W-DKR007;W-DKR007-4;608030300110074;Sicap Dieupeul nø 2286;Dakar;WCDMA;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;70
148;RNC_2;W-DKR007;W-DKR007-5;608030300110075;Sicap Dieupeul nø 2286;Dakar;WCDMA;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;180
149;RNC_2;W-DKR007;W-DKR007-6;608030300110076;Sicap Dieupeul nø 2286;Dakar;WCDMA;1007;Dakar;Dieuppeul Derkle;-17,452018;14,720409;270
150;DAKAR BSC;D-DKR008;D-DKR008_1;608030010510081;ouest foire cite air afrique;Dakar;GSM;1008;Dakar;Yoff;-17,467285;14,75061;80
151;DAKAR BSC;D-DKR008;D-DKR008_2;608030010510082;ouest foire cite air afrique;Dakar;GSM;1008;Dakar;Yoff;-17,467285;14,75061;120
152;DAKAR BSC;D-DKR008;D-DKR008_3;608030010510083;ouest foire cite air afrique;Dakar;GSM;1008;Dakar;Yoff;-17,467285;14,75061;280
153;DAKAR BSC;D-DKR008;D-DKR008_4;608030010510084;ouest foire cite air afrique;Dakar;GSM;1008;Dakar;Yoff;-17,467285;14,75061;80
154;DAKAR BSC;D-DKR008;D-DKR008_5;608030010510085;ouest foire cite air afrique;Dakar;GSM;1008;Dakar;Yoff;-17,467285;14,75061;120
155;DAKAR BSC;D-DKR008;D-DKR008_6;608030010510086;ouest foire cite air afrique;Dakar;GSM;1008;Dakar;Yoff;-17,467285;14,75061;280
156;RNC_2;W-DKR008;W-DKR008-1;608030300110081;ouest foire cite air afrique;Dakar;WCDMA;1008;Dakar;Yoff;-17,467285;14,75061;100
157;RNC_2;W-DKR008;W-DKR008-2;608030300110082;ouest foire cite air afrique;Dakar;WCDMA;1008;Dakar;Yoff;-17,467285;14,75061;160
158;RNC_2;W-DKR008;W-DKR008-3;608030300110083;ouest foire cite air afrique;Dakar;WCDMA;1008;Dakar;Yoff;-17,467285;14,75061;300
159;RNC_2;W-DKR008;W-DKR008-4;608030300110084;ouest foire cite air afrique;Dakar;WCDMA;1008;Dakar;Yoff;-17,467285;14,75061;100
160;RNC_2;W-DKR008;W-DKR008-5;608030300110085;ouest foire cite air afrique;Dakar;WCDMA;1008;Dakar;Yoff;-17,467285;14,75061;160
161;RNC_2;W-DKR008;W-DKR008-6;608030300110086;ouest foire cite air afrique;Dakar;WCDMA;1008;Dakar;Yoff;-17,467285;14,75061;300
162;DAKAR BSC;D-DKR009;D-DKR009_1;608030010510091;route du samu municipal face cite sonatel;Dakar;GSM;1009;Dakar;Grand Yoff;-17,46308;14,736396;70
163;DAKAR BSC;D-DKR009;D-DKR009_2;608030010510092;route du samu municipal face cite sonatel;Dakar;GSM;1009;Dakar;Grand Yoff;-17,46308;14,736396;180
